id,dataset,seed,subsample,repeat,AUROC,F1,Recall,Precision,runtime,lag,sum,lambda_a,lambda_w,w_thres,alpha
var,synth,x_cause_y,7,1,0.75,0.6666666666666666,1.0,0.5,0.0154352188110351,20.0,max,,,,
var,synth,x_cause_y,8,1,0.75,0.6666666666666666,1.0,0.5,0.0139365196228027,20.0,max,,,,
var,synth,x_cause_y,9,1,0.75,0.6666666666666666,1.0,0.5,0.0137469768524169,20.0,max,,,,
var,synth,x_cause_y,10,1,0.75,0.6666666666666666,1.0,0.5,0.0120105743408203,20.0,max,,,,
var,synth,x_cause_y,20,1,0.75,0.6666666666666666,1.0,0.5,0.0094358921051025,20.0,max,,,,
var,synth,x_cause_y,50,1,0.75,0.6666666666666666,1.0,0.5,0.0070066452026367,20.0,max,,,,
var,synth,x_cause_y,100,1,0.75,0.6666666666666666,1.0,0.5,0.0063652992248535,20.0,max,,,,
dynotears,synth,indep,1,1,0.8,0.5,1.0,0.3333333333333333,0.0272016525268554,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,2,1,0.8,0.5,1.0,0.3333333333333333,0.0274441242218017,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,3,1,0.7,0.4,1.0,0.25,0.0287327766418457,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,4,1,0.7,0.4,1.0,0.25,0.1523141860961914,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,5,1,0.7,0.4,1.0,0.25,0.1498258113861084,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,6,1,0.7,0.4,1.0,0.25,0.147939920425415,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,7,1,0.7,0.4,1.0,0.25,0.1069498062133789,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,8,1,0.7,0.4,1.0,0.25,0.0117106437683105,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,9,1,0.7,0.4,1.0,0.25,0.0169413089752197,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,10,1,0.7,0.4,1.0,0.25,0.0113210678100585,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,20,1,0.8,0.5,1.0,0.3333333333333333,0.0106263160705566,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,50,1,0.7,0.4,1.0,0.25,0.1459462642669677,1.0,,0.05,0.05,0.01,
dynotears,synth,indep,100,1,0.8,0.5,1.0,0.3333333333333333,0.1553308963775634,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,1,1,0.75,0.6666666666666666,1.0,0.5,0.074500560760498,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,2,1,0.75,0.6666666666666666,1.0,0.5,0.085834264755249,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,3,1,0.75,0.6666666666666666,1.0,0.5,0.4819233417510986,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,4,1,0.75,0.6666666666666666,1.0,0.5,0.7067368030548096,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,5,1,0.75,0.6666666666666666,1.0,0.5,0.761113166809082,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,6,1,0.75,0.6666666666666666,1.0,0.5,0.8402292728424072,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,7,1,0.75,0.6666666666666666,1.0,0.5,0.5979993343353271,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,8,1,0.75,0.6666666666666666,1.0,0.5,0.7717812061309814,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,9,1,0.75,0.6666666666666666,1.0,0.5,0.7677316665649414,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,10,1,0.75,0.6666666666666666,1.0,0.5,0.7489478588104248,1.0,,0.05,0.05,0.01,
dynotears,synth,x_cause_y,20,1,0.75,0.6666666666666666,1.0,0.5,0.4763422012329101,1.0,,0.05,0.05,0.01,
